name,spatial_dict,sweep
30.svg,"[{(0, 0): ('square', 'black'), (0, 1): ('square', 'black'), (0, 2): ('triangle', 'white'), (0, 3): ('triangle', 'black'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'black'), (1, 0): ('circle', 'white'), (1, 1): ('triangle', 'black'), (1, 2): ('triangle', 'black'), (1, 3): ('triangle', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('circle', 'white'), (2, 0): ('square', 'white'), (2, 1): ('triangle', 'black'), (2, 2): ('circle', 'black'), (2, 3): ('square', 'black'), (2, 4): ('circle', 'white'), (2, 5): ('triangle', 'black')}]","(3, 6, 1)"
31.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('circle', 'white'), (0, 2): ('square', 'white'), (0, 3): ('circle', 'white'), (0, 4): ('triangle', 'black'), (0, 5): ('circle', 'white'), (1, 0): ('square', 'white'), (1, 1): ('triangle', 'black'), (1, 2): ('square', 'white'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'white'), (1, 5): ('square', 'white'), (2, 0): ('square', 'white'), (2, 1): ('square', 'white'), (2, 2): ('square', 'white'), (2, 3): ('square', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('circle', 'black')}]","(3, 6, 1)"
32.svg,"[{(0, 0): ('triangle', 'black'), (0, 1): ('circle', 'white'), (0, 2): ('square', 'white'), (0, 3): ('square', 'black'), (0, 4): ('circle', 'black'), (0, 5): ('square', 'white'), (1, 0): ('circle', 'white'), (1, 1): ('square', 'white'), (1, 2): ('square', 'black'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'white'), (1, 5): ('triangle', 'black'), (2, 0): ('square', 'white'), (2, 1): ('circle', 'white'), (2, 2): ('circle', 'white'), (2, 3): ('circle', 'black'), (2, 4): ('square', 'white'), (2, 5): ('circle', 'black')}]","(3, 6, 1)"
33.svg,"[{(0, 0): ('square', 'black'), (0, 1): ('triangle', 'black'), (0, 2): ('square', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('circle', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('circle', 'white'), (1, 3): ('triangle', 'black'), (1, 4): ('triangle', 'white'), (1, 5): ('circle', 'white'), (2, 0): ('square', 'white'), (2, 1): ('circle', 'black'), (2, 2): ('circle', 'white'), (2, 3): ('circle', 'white'), (2, 4): ('square', 'white'), (2, 5): ('circle', 'black')}]","(3, 6, 1)"
34.svg,"[{(0, 0): ('circle', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('triangle', 'white'), (0, 3): ('triangle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('square', 'black'), (1, 0): ('triangle', 'black'), (1, 1): ('triangle', 'black'), (1, 2): ('circle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'white'), (1, 5): ('circle', 'black'), (2, 0): ('square', 'black'), (2, 1): ('circle', 'black'), (2, 2): ('circle', 'black'), (2, 3): ('triangle', 'black'), (2, 4): ('triangle', 'white'), (2, 5): ('square', 'white')}]","(3, 6, 1)"
35.svg,"[{(0, 0): ('square', 'black'), (0, 1): ('circle', 'white'), (0, 2): ('circle', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('triangle', 'white'), (1, 0): ('circle', 'white'), (1, 1): ('circle', 'black'), (1, 2): ('triangle', 'black'), (1, 3): ('circle', 'white'), (1, 4): ('triangle', 'black'), (1, 5): ('circle', 'white'), (2, 0): ('square', 'black'), (2, 1): ('triangle', 'black'), (2, 2): ('circle', 'black'), (2, 3): ('square', 'black'), (2, 4): ('square', 'black'), (2, 5): ('triangle', 'black')}]","(3, 6, 1)"
36.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('square', 'black'), (0, 3): ('circle', 'white'), (0, 4): ('circle', 'white'), (0, 5): ('square', 'black'), (1, 0): ('square', 'white'), (1, 1): ('triangle', 'black'), (1, 2): ('square', 'black'), (1, 3): ('circle', 'black'), (1, 4): ('triangle', 'black'), (1, 5): ('triangle', 'white'), (2, 0): ('square', 'black'), (2, 1): ('triangle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('triangle', 'white'), (2, 4): ('square', 'white'), (2, 5): ('square', 'black')}]","(3, 6, 1)"
37.svg,"[{(0, 0): ('circle', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('circle', 'black'), (0, 3): ('circle', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('circle', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('triangle', 'black'), (1, 2): ('square', 'white'), (1, 3): ('triangle', 'white'), (1, 4): ('circle', 'black'), (1, 5): ('triangle', 'white'), (2, 0): ('square', 'black'), (2, 1): ('square', 'black'), (2, 2): ('circle', 'black'), (2, 3): ('triangle', 'black'), (2, 4): ('triangle', 'white'), (2, 5): ('triangle', 'white')}]","(3, 6, 1)"
38.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('square', 'black'), (0, 2): ('triangle', 'white'), (0, 3): ('circle', 'black'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'black'), (1, 0): ('square', 'white'), (1, 1): ('circle', 'black'), (1, 2): ('triangle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('triangle', 'black'), (1, 5): ('square', 'black'), (2, 0): ('circle', 'black'), (2, 1): ('triangle', 'black'), (2, 2): ('circle', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('triangle', 'black'), (2, 5): ('triangle', 'black')}]","(3, 6, 1)"
39.svg,"[{(0, 0): ('square', 'black'), (0, 1): ('triangle', 'black'), (0, 2): ('circle', 'black'), (0, 3): ('square', 'black'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'white'), (1, 0): ('square', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('circle', 'white'), (1, 3): ('triangle', 'black'), (1, 4): ('circle', 'black'), (1, 5): ('square', 'white'), (2, 0): ('square', 'black'), (2, 1): ('circle', 'black'), (2, 2): ('square', 'white'), (2, 3): ('triangle', 'white'), (2, 4): ('square', 'black'), (2, 5): ('square', 'black')}]","(3, 6, 1)"
40.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('square', 'black'), (0, 2): ('circle', 'black'), (0, 3): ('square', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('circle', 'white'), (1, 0): ('circle', 'white'), (1, 1): ('triangle', 'white'), (1, 2): ('triangle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('square', 'black'), (1, 5): ('circle', 'black'), (2, 0): ('circle', 'white'), (2, 1): ('triangle', 'white'), (2, 2): ('circle', 'black'), (2, 3): ('circle', 'black'), (2, 4): ('circle', 'white'), (2, 5): ('square', 'white')}, {(0, 0): ('square', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('triangle', 'black'), (0, 3): ('square', 'black'), (0, 4): ('square', 'black'), (0, 5): ('square', 'white'), (1, 0): ('triangle', 'white'), (1, 1): ('triangle', 'white'), (1, 2): ('triangle', 'black'), (1, 3): ('square', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('circle', 'white'), (2, 0): ('circle', 'black'), (2, 1): ('triangle', 'white'), (2, 2): ('square', 'black'), (2, 3): ('square', 'white'), (2, 4): ('square', 'white'), (2, 5): ('circle', 'black')}, {(0, 0): ('triangle', 'black'), (0, 1): ('triangle', 'white'), (0, 2): ('triangle', 'white'), (0, 3): ('square', 'white'), (0, 4): ('triangle', 'white'), (0, 5): ('triangle', 'white'), (1, 0): ('square', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('square', 'white'), (1, 3): ('circle', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('circle', 'white'), (2, 0): ('circle', 'black'), (2, 1): ('circle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('square', 'black'), (2, 4): ('triangle', 'black'), (2, 5): ('circle', 'white')}]","(3, 6, 3)"
41.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('triangle', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('square', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('circle', 'white'), (1, 2): ('circle', 'white'), (1, 3): ('circle', 'white'), (1, 4): ('circle', 'black'), (1, 5): ('triangle', 'white'), (2, 0): ('circle', 'white'), (2, 1): ('square', 'black'), (2, 2): ('triangle', 'white'), (2, 3): ('square', 'white'), (2, 4): ('triangle', 'black'), (2, 5): ('triangle', 'black')}, {(0, 0): ('circle', 'white'), (0, 1): ('circle', 'black'), (0, 2): ('square', 'white'), (0, 3): ('triangle', 'white'), (0, 4): ('circle', 'white'), (0, 5): ('circle', 'white'), (1, 0): ('triangle', 'black'), (1, 1): ('triangle', 'black'), (1, 2): ('circle', 'white'), (1, 3): ('square', 'black'), (1, 4): ('triangle', 'white'), (1, 5): ('circle', 'black'), (2, 0): ('circle', 'black'), (2, 1): ('circle', 'black'), (2, 2): ('triangle', 'black'), (2, 3): ('circle', 'black'), (2, 4): ('square', 'white'), (2, 5): ('square', 'white')}, {(0, 0): ('triangle', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('triangle', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('triangle', 'black'), (0, 5): ('square', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('square', 'black'), (1, 3): ('triangle', 'black'), (1, 4): ('triangle', 'white'), (1, 5): ('square', 'black'), (2, 0): ('circle', 'black'), (2, 1): ('triangle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('square', 'black'), (2, 4): ('circle', 'white'), (2, 5): ('triangle', 'black')}]","(3, 6, 3)"
42.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('triangle', 'black'), (0, 3): ('triangle', 'white'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'black'), (1, 0): ('triangle', 'white'), (1, 1): ('triangle', 'black'), (1, 2): ('square', 'white'), (1, 3): ('triangle', 'white'), (1, 4): ('triangle', 'black'), (1, 5): ('circle', 'black'), (2, 0): ('triangle', 'black'), (2, 1): ('circle', 'white'), (2, 2): ('circle', 'black'), (2, 3): ('triangle', 'black'), (2, 4): ('triangle', 'black'), (2, 5): ('circle', 'white')}, {(0, 0): ('square', 'white'), (0, 1): ('square', 'black'), (0, 2): ('circle', 'black'), (0, 3): ('triangle', 'white'), (0, 4): ('circle', 'white'), (0, 5): ('circle', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('circle', 'black'), (1, 2): ('square', 'white'), (1, 3): ('square', 'white'), (1, 4): ('triangle', 'white'), (1, 5): ('square', 'white'), (2, 0): ('triangle', 'black'), (2, 1): ('circle', 'white'), (2, 2): ('square', 'white'), (2, 3): ('circle', 'black'), (2, 4): ('square', 'white'), (2, 5): ('circle', 'black')}, {(0, 0): ('triangle', 'white'), (0, 1): ('square', 'black'), (0, 2): ('triangle', 'white'), (0, 3): ('circle', 'black'), (0, 4): ('circle', 'black'), (0, 5): ('square', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('circle', 'white'), (1, 2): ('circle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('square', 'black'), (1, 5): ('square', 'black'), (2, 0): ('square', 'black'), (2, 1): ('square', 'white'), (2, 2): ('circle', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('square', 'white'), (2, 5): ('square', 'black')}]","(3, 6, 3)"
43.svg,"[{(0, 0): ('square', 'white'), (0, 1): ('square', 'black'), (0, 2): ('circle', 'black'), (0, 3): ('triangle', 'white'), (0, 4): ('square', 'white'), (0, 5): ('circle', 'black'), (1, 0): ('triangle', 'black'), (1, 1): ('square', 'black'), (1, 2): ('triangle', 'white'), (1, 3): ('triangle', 'white'), (1, 4): ('triangle', 'black'), (1, 5): ('triangle', 'black'), (2, 0): ('circle', 'white'), (2, 1): ('circle', 'black'), (2, 2): ('circle', 'white'), (2, 3): ('triangle', 'black'), (2, 4): ('circle', 'white'), (2, 5): ('triangle', 'black')}, {(0, 0): ('triangle', 'black'), (0, 1): ('triangle', 'black'), (0, 2): ('triangle', 'white'), (0, 3): ('circle', 'black'), (0, 4): ('square', 'black'), (0, 5): ('circle', 'black'), (1, 0): ('square', 'black'), (1, 1): ('square', 'white'), (1, 2): ('square', 'black'), (1, 3): ('square', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('triangle', 'black'), (2, 0): ('circle', 'black'), (2, 1): ('circle', 'white'), (2, 2): ('triangle', 'white'), (2, 3): ('triangle', 'black'), (2, 4): ('triangle', 'black'), (2, 5): ('circle', 'white')}, {(0, 0): ('circle', 'black'), (0, 1): ('triangle', 'white'), (0, 2): ('circle', 'black'), (0, 3): ('square', 'black'), (0, 4): ('triangle', 'black'), (0, 5): ('triangle', 'white'), (1, 0): ('square', 'black'), (1, 1): ('square', 'black'), (1, 2): ('square', 'black'), (1, 3): ('circle', 'black'), (1, 4): ('triangle', 'black'), (1, 5): ('triangle', 'white'), (2, 0): ('triangle', 'black'), (2, 1): ('circle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('triangle', 'black'), (2, 5): ('triangle', 'black')}]","(3, 6, 3)"
44.svg,"[{(0, 0): ('square', 'black'), (0, 1): ('square', 'black'), (0, 2): ('square', 'black'), (0, 3): ('square', 'black'), (0, 4): ('square', 'black'), (0, 5): ('triangle', 'black'), (1, 0): ('square', 'white'), (1, 1): ('triangle', 'white'), (1, 2): ('square', 'white'), (1, 3): ('triangle', 'black'), (1, 4): ('square', 'black'), (1, 5): ('triangle', 'black'), (2, 0): ('square', 'black'), (2, 1): ('circle', 'white'), (2, 2): ('square', 'black'), (2, 3): ('square', 'black'), (2, 4): ('triangle', 'white'), (2, 5): ('square', 'black')}, {(0, 0): ('square', 'black'), (0, 1): ('circle', 'white'), (0, 2): ('triangle', 'black'), (0, 3): ('circle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('triangle', 'white'), (1, 0): ('circle', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('circle', 'white'), (1, 3): ('square', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('triangle', 'black'), (2, 0): ('triangle', 'white'), (2, 1): ('square', 'white'), (2, 2): ('triangle', 'white'), (2, 3): ('square', 'black'), (2, 4): ('square', 'black'), (2, 5): ('triangle', 'white')}, {(0, 0): ('square', 'black'), (0, 1): ('triangle', 'white'), (0, 2): ('circle', 'white'), (0, 3): ('circle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('square', 'black'), (1, 0): ('circle', 'white'), (1, 1): ('triangle', 'black'), (1, 2): ('circle', 'white'), (1, 3): ('circle', 'black'), (1, 4): ('circle', 'black'), (1, 5): ('square', 'black'), (2, 0): ('square', 'white'), (2, 1): ('square', 'black'), (2, 2): ('circle', 'black'), (2, 3): ('circle', 'black'), (2, 4): ('square', 'black'), (2, 5): ('square', 'black')}]","(3, 6, 3)"
45.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('square', 'black'), (0, 2): ('triangle', 'black'), (0, 3): ('circle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('circle', 'black'), (1, 0): ('circle', 'white'), (1, 1): ('circle', 'black'), (1, 2): ('triangle', 'white'), (1, 3): ('triangle', 'black'), (1, 4): ('triangle', 'white'), (1, 5): ('circle', 'white'), (2, 0): ('triangle', 'black'), (2, 1): ('square', 'white'), (2, 2): ('triangle', 'black'), (2, 3): ('square', 'black'), (2, 4): ('square', 'black'), (2, 5): ('square', 'white')}, {(0, 0): ('square', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('square', 'black'), (0, 3): ('circle', 'white'), (0, 4): ('triangle', 'white'), (0, 5): ('triangle', 'white'), (1, 0): ('square', 'white'), (1, 1): ('circle', 'white'), (1, 2): ('triangle', 'black'), (1, 3): ('circle', 'black'), (1, 4): ('circle', 'white'), (1, 5): ('square', 'black'), (2, 0): ('circle', 'white'), (2, 1): ('square', 'white'), (2, 2): ('triangle', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('triangle', 'white'), (2, 5): ('square', 'black')}, {(0, 0): ('square', 'black'), (0, 1): ('circle', 'white'), (0, 2): ('square', 'black'), (0, 3): ('triangle', 'white'), (0, 4): ('square', 'white'), (0, 5): ('square', 'white'), (1, 0): ('triangle', 'black'), (1, 1): ('square', 'white'), (1, 2): ('square', 'white'), (1, 3): ('circle', 'black'), (1, 4): ('triangle', 'black'), (1, 5): ('square', 'black'), (2, 0): ('circle', 'black'), (2, 1): ('triangle', 'white'), (2, 2): ('triangle', 'white'), (2, 3): ('triangle', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('square', 'black')}]","(3, 6, 3)"
46.svg,"[{(0, 0): ('circle', 'white'), (0, 1): ('triangle', 'white'), (0, 2): ('triangle', 'black'), (0, 3): ('triangle', 'white'), (0, 4): ('triangle', 'white'), (0, 5): ('square', 'black'), (1, 0): ('circle', 'white'), (1, 1): ('square', 'white'), (1, 2): ('square', 'black'), (1, 3): ('triangle', 'black'), (1, 4): ('triangle', 'white'), (1, 5): ('triangle', 'black'), (2, 0): ('square', 'black'), (2, 1): ('triangle', 'white'), (2, 2): ('square', 'black'), (2, 3): ('circle', 'black'), (2, 4): ('triangle', 'black'), (2, 5): ('circle', 'white')}, {(0, 0): ('circle', 'black'), (0, 1): ('square', 'white'), (0, 2): ('square', 'black'), (0, 3): ('circle', 'white'), (0, 4): ('circle', 'black'), (0, 5): ('triangle', 'black'), (1, 0): ('triangle', 'black'), (1, 1): ('triangle', 'black'), (1, 2): ('square', 'white'), (1, 3): ('triangle', 'white'), (1, 4): ('square', 'white'), (1, 5): ('square', 'white'), (2, 0): ('circle', 'black'), (2, 1): ('square', 'white'), (2, 2): ('square', 'black'), (2, 3): ('triangle', 'white'), (2, 4): ('triangle', 'white'), (2, 5): ('square', 'white')}, {(0, 0): ('square', 'black'), (0, 1): ('square', 'black'), (0, 2): ('square', 'white'), (0, 3): ('circle', 'black'), (0, 4): ('circle', 'white'), (0, 5): ('triangle', 'white'), (1, 0): ('square', 'black'), (1, 1): ('circle', 'black'), (1, 2): ('triangle', 'white'), (1, 3): ('circle', 'black'), (1, 4): ('triangle', 'black'), (1, 5): ('circle', 'white'), (2, 0): ('triangle', 'white'), (2, 1): ('triangle', 'white'), (2, 2): ('square', 'white'), (2, 3): ('triangle', 'black'), (2, 4): ('triangle', 'white'), (2, 5): ('triangle', 'white')}]","(3, 6, 3)"
47.svg,"[{(0, 0): ('triangle', 'white'), (0, 1): ('circle', 'black'), (0, 2): ('square', 'black'), (0, 3): ('circle', 'black'), (0, 4): ('square', 'white'), (0, 5): ('triangle', 'black'), (1, 0): ('square', 'black'), (1, 1): ('circle', 'white'), (1, 2): ('triangle', 'white'), (1, 3): ('square', 'white'), (1, 4): ('circle', 'white'), (1, 5): ('triangle', 'black'), (2, 0): ('square', 'white'), (2, 1): ('triangle', 'black'), (2, 2): ('triangle', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('square', 'black'), (2, 5): ('circle', 'white')}, {(0, 0): ('triangle', 'black'), (0, 1): ('circle', 'black'), (0, 2): ('circle', 'white'), (0, 3): ('triangle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('square', 'white'), (1, 0): ('square', 'white'), (1, 1): ('square', 'white'), (1, 2): ('square', 'white'), (1, 3): ('triangle', 'black'), (1, 4): ('circle', 'black'), (1, 5): ('square', 'black'), (2, 0): ('square', 'white'), (2, 1): ('circle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('square', 'black'), (2, 4): ('square', 'white'), (2, 5): ('circle', 'white')}, {(0, 0): ('square', 'white'), (0, 1): ('triangle', 'black'), (0, 2): ('triangle', 'white'), (0, 3): ('circle', 'white'), (0, 4): ('square', 'black'), (0, 5): ('square', 'black'), (1, 0): ('square', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('triangle', 'white'), (1, 3): ('circle', 'white'), (1, 4): ('circle', 'white'), (1, 5): ('square', 'white'), (2, 0): ('triangle', 'black'), (2, 1): ('square', 'white'), (2, 2): ('triangle', 'black'), (2, 3): ('triangle', 'black'), (2, 4): ('circle', 'white'), (2, 5): ('triangle', 'white')}]","(3, 6, 3)"
48.svg,"[{(0, 0): ('square', 'black'), (0, 1): ('triangle', 'white'), (0, 2): ('square', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('triangle', 'white'), (0, 5): ('circle', 'black'), (1, 0): ('triangle', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('triangle', 'black'), (1, 3): ('square', 'white'), (1, 4): ('triangle', 'black'), (1, 5): ('square', 'white'), (2, 0): ('circle', 'white'), (2, 1): ('circle', 'black'), (2, 2): ('square', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('square', 'white')}, {(0, 0): ('circle', 'white'), (0, 1): ('circle', 'white'), (0, 2): ('square', 'white'), (0, 3): ('square', 'black'), (0, 4): ('circle', 'white'), (0, 5): ('circle', 'black'), (1, 0): ('square', 'black'), (1, 1): ('triangle', 'white'), (1, 2): ('square', 'black'), (1, 3): ('triangle', 'black'), (1, 4): ('square', 'white'), (1, 5): ('square', 'black'), (2, 0): ('triangle', 'white'), (2, 1): ('triangle', 'white'), (2, 2): ('triangle', 'white'), (2, 3): ('circle', 'white'), (2, 4): ('triangle', 'white'), (2, 5): ('circle', 'black')}, {(0, 0): ('circle', 'white'), (0, 1): ('circle', 'white'), (0, 2): ('square', 'black'), (0, 3): ('triangle', 'black'), (0, 4): ('circle', 'black'), (0, 5): ('square', 'white'), (1, 0): ('circle', 'white'), (1, 1): ('circle', 'black'), (1, 2): ('circle', 'white'), (1, 3): ('circle', 'black'), (1, 4): ('square', 'white'), (1, 5): ('circle', 'black'), (2, 0): ('square', 'white'), (2, 1): ('square', 'white'), (2, 2): ('circle', 'black'), (2, 3): ('circle', 'white'), (2, 4): ('circle', 'black'), (2, 5): ('circle', 'white')}]","(3, 6, 3)"
