filename,question,answer,sweep
159.svg,"In grid 1, starting from the white square at position (row 6, column 7), how many triangles are there up of it in the same column?",2,"(6, 9, 1)"
160.svg,"In grid 3, starting from the black square at position (row 4, column 8), how many triangles are there up of it in the same column?",0,"(6, 9, 3)"
160.svg,"In grid 3, starting from the black circle at position (row 6, column 8), how many white objects are there right of it in the same row?",1,"(6, 9, 3)"
160.svg,"In grid 1, starting from the black circle at position (row 4, column 2), how many squares are there left of it in the same row?",0,"(6, 9, 3)"
160.svg,"In grid 2, starting from the white square at position (row 3, column 5), how many white objects are there right of it in the same row?",2,"(6, 9, 3)"
160.svg,"In grid 1, starting from the white circle at position (row 5, column 6), how many white objects are there down of it in the same column?",0,"(6, 9, 3)"
161.svg,"In grid 1, starting from the white triangle at position (row 6, column 1), how many circles are there up of it in the same column?",3,"(6, 9, 3)"
162.svg,"In grid 1, starting from the white circle at position (row 4, column 6), how many black squares are there right of it in the same row?",0,"(6, 9, 3)"
162.svg,"In grid 1, starting from the black triangle at position (row 2, column 3), how many black circles are there left of it in the same row?",0,"(6, 9, 3)"
163.svg,"In grid 2, starting from the white square at position (row 3, column 7), how many triangles are there right of it in the same row?",1,"(6, 9, 3)"
163.svg,"In grid 3, starting from the white circle at position (row 3, column 4), how many white objects are there right of it in the same row?",2,"(6, 9, 3)"
163.svg,"In grid 3, starting from the black square at position (row 5, column 8), how many white objects are there down of it in the same column?",1,"(6, 9, 3)"
163.svg,"In grid 3, starting from the white circle at position (row 3, column 2), how many white objects are there right of it in the same row?",3,"(6, 9, 3)"
164.svg,"In grid 1, starting from the black triangle at position (row 1, column 3), how many black objects are there right of it in the same row?",4,"(6, 9, 3)"
164.svg,"In grid 1, starting from the black square at position (row 4, column 7), how many black triangles are there left of it in the same row?",1,"(6, 9, 3)"
165.svg,"In grid 2, starting from the black triangle at position (row 6, column 6), how many white circles are there up of it in the same column?",1,"(6, 9, 3)"
165.svg,"In grid 1, starting from the black triangle at position (row 2, column 1), how many circles are there right of it in the same row?",4,"(6, 9, 3)"
165.svg,"In grid 3, starting from the white triangle at position (row 4, column 7), how many white objects are there down of it in the same column?",1,"(6, 9, 3)"
165.svg,"In grid 3, starting from the black circle at position (row 5, column 3), how many triangles are there left of it in the same row?",0,"(6, 9, 3)"
166.svg,"In grid 1, starting from the black circle at position (row 3, column 5), how many black objects are there left of it in the same row?",2,"(6, 9, 3)"
166.svg,"In grid 1, starting from the black triangle at position (row 6, column 8), how many black objects are there left of it in the same row?",4,"(6, 9, 3)"
166.svg,"In grid 2, starting from the black circle at position (row 6, column 2), how many white objects are there up of it in the same column?",2,"(6, 9, 3)"
166.svg,"In grid 2, starting from the black circle at position (row 2, column 1), how many circles are there down of it in the same column?",1,"(6, 9, 3)"
166.svg,"In grid 2, starting from the white triangle at position (row 3, column 7), how many black objects are there down of it in the same column?",2,"(6, 9, 3)"
167.svg,"In grid 3, starting from the white square at position (row 4, column 1), how many black squares are there down of it in the same column?",0,"(6, 9, 3)"
167.svg,"In grid 1, starting from the white square at position (row 4, column 2), how many black triangles are there right of it in the same row?",1,"(6, 9, 3)"
168.svg,"In grid 3, starting from the black square at position (row 2, column 8), how many black circles are there right of it in the same row?",0,"(6, 9, 3)"
169.svg,"In grid 3, starting from the white triangle at position (row 3, column 7), how many squares are there down of it in the same column?",1,"(6, 9, 3)"
169.svg,"In grid 1, starting from the black triangle at position (row 3, column 3), how many white triangles are there up of it in the same column?",0,"(6, 9, 3)"
169.svg,"In grid 1, starting from the white square at position (row 1, column 2), how many black objects are there left of it in the same row?",1,"(6, 9, 3)"
169.svg,"In grid 3, starting from the black circle at position (row 4, column 6), how many black squares are there up of it in the same column?",1,"(6, 9, 3)"
170.svg,"In grid 4, starting from the white circle at position (row 6, column 9), how many black objects are there left of it in the same row?",3,"(6, 9, 5)"
170.svg,"In grid 3, starting from the black circle at position (row 6, column 3), how many black objects are there right of it in the same row?",4,"(6, 9, 5)"
170.svg,"In grid 2, starting from the white square at position (row 2, column 2), how many black objects are there right of it in the same row?",5,"(6, 9, 5)"
171.svg,"In grid 4, starting from the black triangle at position (row 2, column 9), how many white objects are there left of it in the same row?",4,"(6, 9, 5)"
172.svg,"In grid 2, starting from the white square at position (row 4, column 1), how many circles are there up of it in the same column?",0,"(6, 9, 5)"
172.svg,"In grid 1, starting from the white circle at position (row 2, column 4), how many white objects are there right of it in the same row?",4,"(6, 9, 5)"
172.svg,"In grid 3, starting from the black triangle at position (row 4, column 8), how many circles are there left of it in the same row?",1,"(6, 9, 5)"
173.svg,"In grid 5, starting from the black triangle at position (row 1, column 9), how many black triangles are there left of it in the same row?",1,"(6, 9, 5)"
173.svg,"In grid 3, starting from the white square at position (row 5, column 5), how many circles are there up of it in the same column?",1,"(6, 9, 5)"
174.svg,"In grid 5, starting from the white triangle at position (row 4, column 4), how many black objects are there up of it in the same column?",3,"(6, 9, 5)"
174.svg,"In grid 3, starting from the black triangle at position (row 2, column 9), how many squares are there left of it in the same row?",3,"(6, 9, 5)"
174.svg,"In grid 5, starting from the white triangle at position (row 4, column 4), how many circles are there left of it in the same row?",1,"(6, 9, 5)"
175.svg,"In grid 3, starting from the white circle at position (row 6, column 1), how many black objects are there up of it in the same column?",3,"(6, 9, 5)"
176.svg,"In grid 1, starting from the black square at position (row 4, column 2), how many white triangles are there up of it in the same column?",2,"(6, 9, 5)"
176.svg,"In grid 1, starting from the white square at position (row 5, column 5), how many white circles are there down of it in the same column?",1,"(6, 9, 5)"
176.svg,"In grid 2, starting from the white square at position (row 2, column 7), how many black objects are there right of it in the same row?",0,"(6, 9, 5)"
176.svg,"In grid 2, starting from the white triangle at position (row 4, column 6), how many triangles are there left of it in the same row?",3,"(6, 9, 5)"
177.svg,"In grid 1, starting from the black triangle at position (row 1, column 3), how many white squares are there left of it in the same row?",0,"(6, 9, 5)"
177.svg,"In grid 2, starting from the black triangle at position (row 5, column 8), how many black objects are there right of it in the same row?",1,"(6, 9, 5)"
178.svg,"In grid 5, starting from the black triangle at position (row 2, column 7), how many black triangles are there down of it in the same column?",1,"(6, 9, 5)"
178.svg,"In grid 4, starting from the white square at position (row 4, column 4), how many white triangles are there left of it in the same row?",1,"(6, 9, 5)"
178.svg,"In grid 5, starting from the black triangle at position (row 5, column 2), how many black objects are there left of it in the same row?",1,"(6, 9, 5)"
178.svg,"In grid 3, starting from the white triangle at position (row 5, column 4), how many black squares are there left of it in the same row?",2,"(6, 9, 5)"
178.svg,"In grid 1, starting from the white circle at position (row 5, column 4), how many triangles are there right of it in the same row?",1,"(6, 9, 5)"
179.svg,"In grid 5, starting from the white triangle at position (row 1, column 6), how many black squares are there left of it in the same row?",0,"(6, 9, 5)"
179.svg,"In grid 4, starting from the white triangle at position (row 3, column 7), how many white objects are there down of it in the same column?",2,"(6, 9, 5)"
179.svg,"In grid 1, starting from the white square at position (row 6, column 3), how many white objects are there up of it in the same column?",2,"(6, 9, 5)"
179.svg,"In grid 3, starting from the white circle at position (row 4, column 6), how many black objects are there right of it in the same row?",0,"(6, 9, 5)"
180.svg,"In grid 1, starting from the white triangle at position (row 7, column 2), how many black objects are there up of it in the same column?",2,"(9, 3, 1)"
180.svg,"In grid 1, starting from the white triangle at position (row 9, column 2), how many squares are there left of it in the same row?",1,"(9, 3, 1)"
180.svg,"In grid 1, starting from the white triangle at position (row 9, column 2), how many white objects are there right of it in the same row?",0,"(9, 3, 1)"
180.svg,"In grid 1, starting from the black square at position (row 4, column 1), how many white circles are there down of it in the same column?",0,"(9, 3, 1)"
181.svg,"In grid 1, starting from the black square at position (row 9, column 1), how many black triangles are there up of it in the same column?",0,"(9, 3, 1)"
181.svg,"In grid 1, starting from the white square at position (row 3, column 2), how many squares are there up of it in the same column?",2,"(9, 3, 1)"
181.svg,"In grid 1, starting from the black square at position (row 4, column 1), how many circles are there down of it in the same column?",1,"(9, 3, 1)"
181.svg,"In grid 1, starting from the white square at position (row 4, column 2), how many black circles are there down of it in the same column?",1,"(9, 3, 1)"
181.svg,"In grid 1, starting from the white triangle at position (row 6, column 1), how many circles are there right of it in the same row?",0,"(9, 3, 1)"
182.svg,"In grid 1, starting from the white circle at position (row 7, column 3), how many squares are there left of it in the same row?",1,"(9, 3, 1)"
183.svg,"In grid 1, starting from the white circle at position (row 1, column 1), how many black squares are there right of it in the same row?",0,"(9, 3, 1)"
183.svg,"In grid 1, starting from the black circle at position (row 6, column 3), how many triangles are there down of it in the same column?",1,"(9, 3, 1)"
183.svg,"In grid 1, starting from the black triangle at position (row 2, column 3), how many white objects are there left of it in the same row?",2,"(9, 3, 1)"
183.svg,"In grid 1, starting from the white triangle at position (row 7, column 2), how many triangles are there down of it in the same column?",0,"(9, 3, 1)"
183.svg,"In grid 1, starting from the black square at position (row 8, column 1), how many white objects are there down of it in the same column?",0,"(9, 3, 1)"
184.svg,"In grid 1, starting from the white square at position (row 6, column 2), how many white circles are there right of it in the same row?",0,"(9, 3, 1)"
184.svg,"In grid 1, starting from the white square at position (row 5, column 1), how many circles are there down of it in the same column?",2,"(9, 3, 1)"
185.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many black objects are there right of it in the same row?",0,"(9, 3, 1)"
185.svg,"In grid 1, starting from the white square at position (row 6, column 1), how many circles are there up of it in the same column?",2,"(9, 3, 1)"
185.svg,"In grid 1, starting from the black triangle at position (row 3, column 2), how many squares are there down of it in the same column?",4,"(9, 3, 1)"
185.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many white circles are there up of it in the same column?",0,"(9, 3, 1)"
185.svg,"In grid 1, starting from the white triangle at position (row 4, column 3), how many black circles are there up of it in the same column?",1,"(9, 3, 1)"
186.svg,"In grid 1, starting from the white circle at position (row 3, column 3), how many black triangles are there up of it in the same column?",0,"(9, 3, 1)"
186.svg,"In grid 1, starting from the black triangle at position (row 1, column 2), how many circles are there left of it in the same row?",0,"(9, 3, 1)"
186.svg,"In grid 1, starting from the white circle at position (row 3, column 2), how many triangles are there right of it in the same row?",0,"(9, 3, 1)"
186.svg,"In grid 1, starting from the white circle at position (row 3, column 3), how many white triangles are there down of it in the same column?",0,"(9, 3, 1)"
187.svg,"In grid 1, starting from the black circle at position (row 4, column 1), how many white objects are there right of it in the same row?",1,"(9, 3, 1)"
187.svg,"In grid 1, starting from the black triangle at position (row 2, column 1), how many squares are there down of it in the same column?",1,"(9, 3, 1)"
187.svg,"In grid 1, starting from the black square at position (row 4, column 3), how many triangles are there down of it in the same column?",2,"(9, 3, 1)"
187.svg,"In grid 1, starting from the white circle at position (row 3, column 2), how many white objects are there down of it in the same column?",1,"(9, 3, 1)"
188.svg,"In grid 1, starting from the white triangle at position (row 4, column 1), how many circles are there down of it in the same column?",3,"(9, 3, 1)"
188.svg,"In grid 1, starting from the white triangle at position (row 2, column 2), how many triangles are there right of it in the same row?",1,"(9, 3, 1)"
188.svg,"In grid 1, starting from the black square at position (row 1, column 2), how many black circles are there right of it in the same row?",0,"(9, 3, 1)"
188.svg,"In grid 1, starting from the black circle at position (row 5, column 1), how many black objects are there down of it in the same column?",2,"(9, 3, 1)"
189.svg,"In grid 1, starting from the black square at position (row 7, column 1), how many white triangles are there right of it in the same row?",1,"(9, 3, 1)"
189.svg,"In grid 1, starting from the white triangle at position (row 3, column 2), how many black triangles are there down of it in the same column?",1,"(9, 3, 1)"
189.svg,"In grid 1, starting from the white triangle at position (row 4, column 3), how many white objects are there up of it in the same column?",3,"(9, 3, 1)"
189.svg,"In grid 1, starting from the white circle at position (row 3, column 1), how many squares are there down of it in the same column?",4,"(9, 3, 1)"
190.svg,"In grid 1, starting from the white circle at position (row 9, column 1), how many black triangles are there right of it in the same row?",0,"(9, 3, 3)"
191.svg,"In grid 3, starting from the white circle at position (row 2, column 2), how many white circles are there down of it in the same column?",1,"(9, 3, 3)"
191.svg,"In grid 2, starting from the black triangle at position (row 6, column 2), how many black squares are there left of it in the same row?",0,"(9, 3, 3)"
191.svg,"In grid 1, starting from the white circle at position (row 8, column 1), how many white squares are there up of it in the same column?",1,"(9, 3, 3)"
191.svg,"In grid 3, starting from the black square at position (row 8, column 3), how many triangles are there up of it in the same column?",3,"(9, 3, 3)"
192.svg,"In grid 2, starting from the white square at position (row 3, column 1), how many black objects are there up of it in the same column?",1,"(9, 3, 3)"
193.svg,"In grid 1, starting from the white square at position (row 4, column 1), how many black squares are there right of it in the same row?",1,"(9, 3, 3)"
193.svg,"In grid 2, starting from the black square at position (row 7, column 1), how many white squares are there up of it in the same column?",3,"(9, 3, 3)"
193.svg,"In grid 2, starting from the black circle at position (row 7, column 2), how many white squares are there left of it in the same row?",0,"(9, 3, 3)"
194.svg,"In grid 2, starting from the black circle at position (row 8, column 2), how many triangles are there right of it in the same row?",1,"(9, 3, 3)"
194.svg,"In grid 2, starting from the white square at position (row 9, column 1), how many black triangles are there up of it in the same column?",2,"(9, 3, 3)"
194.svg,"In grid 2, starting from the white triangle at position (row 5, column 1), how many circles are there down of it in the same column?",1,"(9, 3, 3)"
194.svg,"In grid 2, starting from the black triangle at position (row 8, column 3), how many white squares are there up of it in the same column?",0,"(9, 3, 3)"
194.svg,"In grid 2, starting from the black circle at position (row 7, column 2), how many circles are there down of it in the same column?",1,"(9, 3, 3)"
195.svg,"In grid 1, starting from the white circle at position (row 7, column 3), how many white circles are there down of it in the same column?",1,"(9, 3, 3)"
196.svg,"In grid 2, starting from the black triangle at position (row 1, column 3), how many squares are there down of it in the same column?",2,"(9, 3, 3)"
197.svg,"In grid 1, starting from the black circle at position (row 5, column 3), how many black objects are there up of it in the same column?",2,"(9, 3, 3)"
197.svg,"In grid 2, starting from the white circle at position (row 8, column 1), how many white squares are there right of it in the same row?",0,"(9, 3, 3)"
197.svg,"In grid 3, starting from the white circle at position (row 6, column 1), how many black objects are there down of it in the same column?",1,"(9, 3, 3)"
198.svg,"In grid 2, starting from the white circle at position (row 9, column 3), how many squares are there left of it in the same row?",0,"(9, 3, 3)"
198.svg,"In grid 3, starting from the black circle at position (row 6, column 3), how many circles are there up of it in the same column?",3,"(9, 3, 3)"
199.svg,"In grid 3, starting from the black square at position (row 8, column 2), how many circles are there right of it in the same row?",1,"(9, 3, 3)"
199.svg,"In grid 3, starting from the black circle at position (row 7, column 1), how many circles are there right of it in the same row?",0,"(9, 3, 3)"
200.svg,"In grid 4, starting from the white square at position (row 8, column 2), how many squares are there down of it in the same column?",0,"(9, 3, 5)"
200.svg,"In grid 2, starting from the white triangle at position (row 5, column 3), how many white triangles are there up of it in the same column?",1,"(9, 3, 5)"
200.svg,"In grid 4, starting from the white circle at position (row 8, column 3), how many triangles are there down of it in the same column?",1,"(9, 3, 5)"
200.svg,"In grid 1, starting from the white circle at position (row 5, column 3), how many black objects are there down of it in the same column?",4,"(9, 3, 5)"
200.svg,"In grid 4, starting from the black square at position (row 5, column 3), how many white objects are there left of it in the same row?",2,"(9, 3, 5)"
201.svg,"In grid 5, starting from the white triangle at position (row 4, column 3), how many circles are there left of it in the same row?",0,"(9, 3, 5)"
202.svg,"In grid 5, starting from the black square at position (row 3, column 1), how many black objects are there down of it in the same column?",3,"(9, 3, 5)"
203.svg,"In grid 5, starting from the white circle at position (row 3, column 3), how many white squares are there up of it in the same column?",0,"(9, 3, 5)"
204.svg,"In grid 2, starting from the black triangle at position (row 4, column 3), how many squares are there left of it in the same row?",1,"(9, 3, 5)"
204.svg,"In grid 4, starting from the black triangle at position (row 6, column 2), how many black circles are there left of it in the same row?",1,"(9, 3, 5)"
204.svg,"In grid 1, starting from the white square at position (row 5, column 1), how many white objects are there right of it in the same row?",1,"(9, 3, 5)"
204.svg,"In grid 2, starting from the black square at position (row 6, column 3), how many black objects are there up of it in the same column?",3,"(9, 3, 5)"
205.svg,"In grid 2, starting from the white circle at position (row 4, column 2), how many white circles are there down of it in the same column?",3,"(9, 3, 5)"
205.svg,"In grid 3, starting from the white circle at position (row 8, column 2), how many white objects are there down of it in the same column?",0,"(9, 3, 5)"
206.svg,"In grid 5, starting from the black circle at position (row 4, column 2), how many squares are there down of it in the same column?",1,"(9, 3, 5)"
206.svg,"In grid 5, starting from the white circle at position (row 9, column 3), how many white objects are there up of it in the same column?",5,"(9, 3, 5)"
207.svg,"In grid 3, starting from the black circle at position (row 3, column 3), how many white objects are there left of it in the same row?",2,"(9, 3, 5)"
208.svg,"In grid 5, starting from the black square at position (row 7, column 3), how many white objects are there down of it in the same column?",2,"(9, 3, 5)"
209.svg,"In grid 4, starting from the black square at position (row 3, column 1), how many white triangles are there right of it in the same row?",0,"(9, 3, 5)"
209.svg,"In grid 4, starting from the white circle at position (row 5, column 1), how many triangles are there up of it in the same column?",2,"(9, 3, 5)"
209.svg,"In grid 2, starting from the white triangle at position (row 4, column 1), how many white objects are there down of it in the same column?",3,"(9, 3, 5)"
209.svg,"In grid 5, starting from the black triangle at position (row 4, column 3), how many squares are there up of it in the same column?",0,"(9, 3, 5)"
209.svg,"In grid 4, starting from the white circle at position (row 9, column 1), how many squares are there right of it in the same row?",1,"(9, 3, 5)"
210.svg,"In grid 1, starting from the black circle at position (row 3, column 3), how many circles are there right of it in the same row?",0,"(9, 6, 1)"
211.svg,"In grid 1, starting from the white circle at position (row 7, column 2), how many white objects are there up of it in the same column?",1,"(9, 6, 1)"
211.svg,"In grid 1, starting from the black triangle at position (row 5, column 1), how many white squares are there up of it in the same column?",1,"(9, 6, 1)"
211.svg,"In grid 1, starting from the white circle at position (row 4, column 3), how many white circles are there right of it in the same row?",0,"(9, 6, 1)"
211.svg,"In grid 1, starting from the black circle at position (row 6, column 2), how many triangles are there right of it in the same row?",0,"(9, 6, 1)"
211.svg,"In grid 1, starting from the black circle at position (row 6, column 2), how many triangles are there down of it in the same column?",1,"(9, 6, 1)"
212.svg,"In grid 1, starting from the black square at position (row 9, column 3), how many black objects are there up of it in the same column?",4,"(9, 6, 1)"
212.svg,"In grid 1, starting from the black triangle at position (row 5, column 4), how many black triangles are there up of it in the same column?",0,"(9, 6, 1)"
212.svg,"In grid 1, starting from the black square at position (row 1, column 4), how many black objects are there left of it in the same row?",1,"(9, 6, 1)"
213.svg,"In grid 1, starting from the white circle at position (row 8, column 4), how many white objects are there up of it in the same column?",6,"(9, 6, 1)"
213.svg,"In grid 1, starting from the black square at position (row 5, column 6), how many black squares are there down of it in the same column?",1,"(9, 6, 1)"
213.svg,"In grid 1, starting from the black triangle at position (row 9, column 5), how many circles are there left of it in the same row?",0,"(9, 6, 1)"
213.svg,"In grid 1, starting from the black triangle at position (row 6, column 2), how many circles are there right of it in the same row?",2,"(9, 6, 1)"
213.svg,"In grid 1, starting from the white triangle at position (row 6, column 4), how many white objects are there left of it in the same row?",0,"(9, 6, 1)"
214.svg,"In grid 1, starting from the white circle at position (row 7, column 1), how many white circles are there down of it in the same column?",1,"(9, 6, 1)"
214.svg,"In grid 1, starting from the white square at position (row 5, column 6), how many black objects are there left of it in the same row?",3,"(9, 6, 1)"
215.svg,"In grid 1, starting from the black square at position (row 4, column 3), how many white circles are there right of it in the same row?",0,"(9, 6, 1)"
215.svg,"In grid 1, starting from the white triangle at position (row 2, column 6), how many black objects are there up of it in the same column?",0,"(9, 6, 1)"
215.svg,"In grid 1, starting from the black square at position (row 5, column 4), how many white squares are there right of it in the same row?",0,"(9, 6, 1)"
215.svg,"In grid 1, starting from the white circle at position (row 3, column 5), how many white objects are there right of it in the same row?",0,"(9, 6, 1)"
215.svg,"In grid 1, starting from the black square at position (row 9, column 5), how many black squares are there right of it in the same row?",0,"(9, 6, 1)"
216.svg,"In grid 1, starting from the black circle at position (row 2, column 2), how many squares are there down of it in the same column?",1,"(9, 6, 1)"
217.svg,"In grid 1, starting from the white square at position (row 2, column 1), how many white objects are there right of it in the same row?",2,"(9, 6, 1)"
217.svg,"In grid 1, starting from the white circle at position (row 6, column 2), how many white objects are there right of it in the same row?",2,"(9, 6, 1)"
217.svg,"In grid 1, starting from the white triangle at position (row 3, column 4), how many black objects are there up of it in the same column?",2,"(9, 6, 1)"
218.svg,"In grid 1, starting from the white triangle at position (row 7, column 4), how many black objects are there up of it in the same column?",3,"(9, 6, 1)"
218.svg,"In grid 1, starting from the black square at position (row 8, column 3), how many black squares are there left of it in the same row?",0,"(9, 6, 1)"
218.svg,"In grid 1, starting from the black triangle at position (row 7, column 5), how many black objects are there left of it in the same row?",1,"(9, 6, 1)"
218.svg,"In grid 1, starting from the black triangle at position (row 6, column 3), how many circles are there down of it in the same column?",1,"(9, 6, 1)"
218.svg,"In grid 1, starting from the white square at position (row 2, column 4), how many white squares are there left of it in the same row?",0,"(9, 6, 1)"
219.svg,"In grid 1, starting from the white triangle at position (row 9, column 4), how many black squares are there up of it in the same column?",1,"(9, 6, 1)"
220.svg,"In grid 2, starting from the black triangle at position (row 9, column 5), how many black triangles are there right of it in the same row?",1,"(9, 6, 3)"
220.svg,"In grid 1, starting from the white square at position (row 6, column 6), how many triangles are there down of it in the same column?",2,"(9, 6, 3)"
221.svg,"In grid 2, starting from the black square at position (row 4, column 6), how many black objects are there up of it in the same column?",2,"(9, 6, 3)"
221.svg,"In grid 1, starting from the black triangle at position (row 2, column 4), how many triangles are there down of it in the same column?",2,"(9, 6, 3)"
222.svg,"In grid 1, starting from the black square at position (row 6, column 1), how many white objects are there right of it in the same row?",3,"(9, 6, 3)"
222.svg,"In grid 1, starting from the white circle at position (row 5, column 3), how many white objects are there down of it in the same column?",2,"(9, 6, 3)"
222.svg,"In grid 1, starting from the black triangle at position (row 2, column 2), how many white squares are there up of it in the same column?",0,"(9, 6, 3)"
222.svg,"In grid 2, starting from the white circle at position (row 3, column 4), how many squares are there down of it in the same column?",2,"(9, 6, 3)"
222.svg,"In grid 3, starting from the white circle at position (row 7, column 3), how many circles are there left of it in the same row?",1,"(9, 6, 3)"
223.svg,"In grid 1, starting from the black circle at position (row 1, column 3), how many black circles are there left of it in the same row?",1,"(9, 6, 3)"
223.svg,"In grid 2, starting from the black circle at position (row 7, column 1), how many white objects are there right of it in the same row?",0,"(9, 6, 3)"
223.svg,"In grid 2, starting from the black triangle at position (row 4, column 5), how many black objects are there up of it in the same column?",3,"(9, 6, 3)"
223.svg,"In grid 1, starting from the black circle at position (row 1, column 3), how many black squares are there down of it in the same column?",1,"(9, 6, 3)"
223.svg,"In grid 3, starting from the black square at position (row 8, column 2), how many white objects are there down of it in the same column?",1,"(9, 6, 3)"
224.svg,"In grid 1, starting from the white triangle at position (row 3, column 4), how many white circles are there left of it in the same row?",0,"(9, 6, 3)"
224.svg,"In grid 2, starting from the black triangle at position (row 5, column 4), how many white objects are there down of it in the same column?",4,"(9, 6, 3)"
224.svg,"In grid 2, starting from the white circle at position (row 9, column 4), how many white objects are there up of it in the same column?",4,"(9, 6, 3)"
225.svg,"In grid 3, starting from the white square at position (row 3, column 1), how many black objects are there up of it in the same column?",0,"(9, 6, 3)"
225.svg,"In grid 3, starting from the black square at position (row 8, column 4), how many white objects are there up of it in the same column?",3,"(9, 6, 3)"
226.svg,"In grid 2, starting from the black square at position (row 6, column 5), how many black circles are there down of it in the same column?",1,"(9, 6, 3)"
227.svg,"In grid 1, starting from the black circle at position (row 8, column 5), how many black objects are there left of it in the same row?",2,"(9, 6, 3)"
227.svg,"In grid 1, starting from the black circle at position (row 5, column 5), how many squares are there down of it in the same column?",1,"(9, 6, 3)"
227.svg,"In grid 3, starting from the white circle at position (row 8, column 6), how many squares are there up of it in the same column?",2,"(9, 6, 3)"
227.svg,"In grid 3, starting from the white triangle at position (row 4, column 1), how many squares are there down of it in the same column?",1,"(9, 6, 3)"
227.svg,"In grid 1, starting from the white circle at position (row 3, column 3), how many squares are there down of it in the same column?",3,"(9, 6, 3)"
228.svg,"In grid 3, starting from the black triangle at position (row 3, column 2), how many squares are there right of it in the same row?",1,"(9, 6, 3)"
229.svg,"In grid 3, starting from the white square at position (row 4, column 5), how many black circles are there right of it in the same row?",0,"(9, 6, 3)"
229.svg,"In grid 1, starting from the white square at position (row 4, column 3), how many black squares are there left of it in the same row?",1,"(9, 6, 3)"
229.svg,"In grid 2, starting from the black circle at position (row 1, column 1), how many triangles are there right of it in the same row?",2,"(9, 6, 3)"
229.svg,"In grid 1, starting from the white circle at position (row 3, column 1), how many black objects are there down of it in the same column?",4,"(9, 6, 3)"
229.svg,"In grid 3, starting from the white triangle at position (row 6, column 3), how many black objects are there left of it in the same row?",0,"(9, 6, 3)"
230.svg,"In grid 1, starting from the white circle at position (row 5, column 2), how many black objects are there right of it in the same row?",3,"(9, 6, 5)"
230.svg,"In grid 4, starting from the white square at position (row 3, column 1), how many white circles are there down of it in the same column?",2,"(9, 6, 5)"
230.svg,"In grid 5, starting from the black square at position (row 9, column 4), how many circles are there up of it in the same column?",3,"(9, 6, 5)"
230.svg,"In grid 4, starting from the white circle at position (row 7, column 3), how many circles are there down of it in the same column?",0,"(9, 6, 5)"
231.svg,"In grid 3, starting from the white triangle at position (row 9, column 3), how many circles are there left of it in the same row?",0,"(9, 6, 5)"
231.svg,"In grid 1, starting from the black square at position (row 5, column 4), how many black objects are there right of it in the same row?",1,"(9, 6, 5)"
231.svg,"In grid 1, starting from the black square at position (row 4, column 4), how many white objects are there up of it in the same column?",0,"(9, 6, 5)"
231.svg,"In grid 1, starting from the black circle at position (row 2, column 6), how many black objects are there down of it in the same column?",1,"(9, 6, 5)"
232.svg,"In grid 1, starting from the white triangle at position (row 9, column 1), how many triangles are there up of it in the same column?",4,"(9, 6, 5)"
233.svg,"In grid 3, starting from the white circle at position (row 5, column 5), how many black objects are there down of it in the same column?",3,"(9, 6, 5)"
233.svg,"In grid 5, starting from the black square at position (row 6, column 3), how many white squares are there down of it in the same column?",0,"(9, 6, 5)"
234.svg,"In grid 4, starting from the black circle at position (row 6, column 4), how many triangles are there left of it in the same row?",2,"(9, 6, 5)"
234.svg,"In grid 3, starting from the black circle at position (row 9, column 1), how many white objects are there right of it in the same row?",3,"(9, 6, 5)"
234.svg,"In grid 5, starting from the white triangle at position (row 2, column 3), how many circles are there right of it in the same row?",2,"(9, 6, 5)"
234.svg,"In grid 3, starting from the white circle at position (row 8, column 1), how many squares are there right of it in the same row?",1,"(9, 6, 5)"
234.svg,"In grid 4, starting from the white square at position (row 7, column 2), how many black triangles are there up of it in the same column?",0,"(9, 6, 5)"
235.svg,"In grid 2, starting from the white circle at position (row 2, column 2), how many squares are there left of it in the same row?",0,"(9, 6, 5)"
236.svg,"In grid 2, starting from the white circle at position (row 2, column 3), how many black triangles are there down of it in the same column?",0,"(9, 6, 5)"
236.svg,"In grid 2, starting from the white circle at position (row 6, column 5), how many black objects are there up of it in the same column?",2,"(9, 6, 5)"
236.svg,"In grid 3, starting from the black square at position (row 2, column 3), how many white triangles are there down of it in the same column?",1,"(9, 6, 5)"
236.svg,"In grid 3, starting from the white square at position (row 9, column 6), how many black squares are there left of it in the same row?",0,"(9, 6, 5)"
236.svg,"In grid 1, starting from the black square at position (row 4, column 5), how many white objects are there left of it in the same row?",4,"(9, 6, 5)"
237.svg,"In grid 2, starting from the black square at position (row 2, column 3), how many black objects are there right of it in the same row?",2,"(9, 6, 5)"
237.svg,"In grid 4, starting from the black square at position (row 3, column 1), how many white triangles are there up of it in the same column?",0,"(9, 6, 5)"
237.svg,"In grid 5, starting from the white square at position (row 7, column 5), how many white triangles are there left of it in the same row?",0,"(9, 6, 5)"
237.svg,"In grid 3, starting from the white square at position (row 8, column 6), how many circles are there down of it in the same column?",0,"(9, 6, 5)"
238.svg,"In grid 4, starting from the black triangle at position (row 6, column 2), how many white triangles are there down of it in the same column?",0,"(9, 6, 5)"
238.svg,"In grid 3, starting from the black square at position (row 9, column 6), how many black objects are there up of it in the same column?",2,"(9, 6, 5)"
